,Drug ID,Target ID,Label
11883,DB00695,P23560,-1
11884,DB01273,P38038,-1
11885,DB00754,Q01959,-1
11886,DB00363,Q14542,-1
11887,DB00905,P13922,-1
11888,DB06218,P78559,-1
11889,DB01009,Q96DB2,-1
11890,DB01099,Q13523,-1
11891,DB08439,Q8NEY4,-1
11892,DB00627,Q7L0J3,-1
11893,DB01213,P11498,-1
11894,DB08890,P02768,-1
11895,DB00744,P02751,-1
11896,DB00923,P00323,-1
11897,DB06699,P15555,-1
11898,DB13167,Q99640,-1
11899,DB12070,Q9GZU7,-1
11900,DB00819,P00488,-1
11901,DB00417,O76082,-1
11902,DB01233,Q9Y5K8,-1
11903,DB00218,O75385,-1
11904,DB00944,O75880,-1
11905,DB00339,P46849,-1
11906,DB00984,P09525,-1
11907,DB01182,Q16647,-1
11908,DB01029,P48664,-1
11909,DB00710,O00763,-1
11910,DB06207,P14902,-1
11911,DB01616,P16066,-1
11912,DB01088,Q9NRX3,-1
11913,DB09089,Q9Z4P0,-1
11914,DB00854,P15555,-1
11915,DB01205,P29401,-1
11916,DB01026,P00751,-1
11917,DB00672,Q99623,-1
11918,DB09031,Q9GZT4,-1
11919,DB00863,O60218,-1
11920,DB00317,P9WIP7,-1
11921,DB00687,Q9BUP3,-1
11922,DB01062,Q15185,-1
11923,DB05630,P0DTC2,-1
11924,DB00698,Q14032,-1
11925,DB09517,P12235,-1
11926,DB08883,P98164,-1
11927,DB00621,Q15118,-1
11928,DB00613,P00439,-1
11929,DB14488,P23258,-1
11930,DB00257,P57059,-1
11931,DB01169,Q9H8P0,-1
11932,DB01340,P9WNL5,-1
11933,DB11799,Q8TBX8,-1
11934,DB01353,P11142,-1
11935,DB01202,P23258,-1
11936,DB00186,P09250,-1
11937,DB08933,P18089,-1
11938,DB01583,P21890,-1
11939,DB09064,Q13523,-1
11940,DB00263,Q13393,-1
11941,DB00530,P0AFI7,-1
11942,DB08867,P06756,-1
11943,DB00358,P20711,-1
11944,DB01041,P78334,-1
11945,DB00754,P14616,-1
11946,DB01579,P62993,-1
11947,DB00627,P0A7E1,-1
11948,DB00947,P02795,-1
11949,DB06616,P55038,-1
11950,DB01045,P36897,-1
11951,DB00710,Q10588,-1
11952,DB00983,P50579,-1
11953,DB11859,Q96FI4,-1
11954,DB00640,P20138,-1
11955,DB01060,P09417,-1
11956,DB06147,P04083,-1
11957,DB01069,Q7Z2Z2,-1
11958,DB00797,P23415,-1
11959,DB00377,P07900,-1
11960,DB00921,P14920,-1
11961,DB11699,Q9Y5Y6,-1
11962,DB09225,P42345,-1
11963,DB01436,P31025,-1
11964,DB00436,O15379,-1
11965,DB01158,P08697,-1
11966,DB00313,Q9UP95,-1
11967,DB01014,P35398,-1
11968,DB01338,P32239,-1
11969,DB14488,Q9NYK1,-1
11970,DB00429,Q96PY6,-1
11971,DB00910,Q16445,-1
11972,DB00193,Q9UHC9,-1
11973,DB00696,P32238,-1
11974,DB06201,Q9Y5Y4,-1
11975,DB00896,P06213,-1
11976,DB08930,P07358,-1
11977,DB00381,P20648,-1
11978,DB00997,Q04771,-1
11979,DB00414,P08243,-1
11980,DB00736,P43403,-1
11981,DB04946,Q6ZMR3,-1
11982,DB01168,P21408,-1
11983,DB09047,Q9NZD4,-1
11984,DB01064,P00492,-1
11985,DB00590,P11142,-1
11986,DB09054,Q47PU3,-1
11987,DB13872,P38606,-1
11988,DB08827,P30532,-1
11989,DB08890,Q96PD7,-1
11990,DB12887,Q96RI0,-1
11991,DB00178,P06025,-1
11992,DB13800,P49146,-1
11993,DB00427,P80404,-1
11994,DB01156,P04279,-1
11995,DB00881,P31415,-1
11996,DB00554,Q8WUI4,-1
11997,DB01611,Q02252,-1
11998,DB11273,P16435,-1
11999,DB14185,P41222,-1
12000,DB00715,P08922,-1
12001,DB14539,P27448,-1
12002,DB06292,Q9Y2Z4,-1
12003,DB06292,O15399,-1
12004,DB00970,P53396,-1
12005,DB11348,P31152,-1
12006,DB00940,P50897,-1
12007,DB11132,O15379,-1
12008,DB00834,Q5JVS0,-1
12009,DB09091,P03372,-1
12010,DB11348,Q92911,-1
12011,DB08901,P99999,-1
12012,DB08815,P15924,-1
12013,DB00366,Q13126,-1
12014,DB00862,P18848,-1
12015,DB01016,Q14643,-1
12016,DB00482,P35968,-1
12017,DB00388,P11712,-1
12018,DB01131,P08519,-1
12019,DB01604,O75762,-1
12020,DB06711,Q96Q83,-1
12021,DB00337,P16410,-1
12022,DB00852,Q9UDX4,-1
12023,DB06290,P20839,-1
12024,DB00358,P31749,-1
12025,DB04953,Q05901,-1
12026,DB00255,Q16881,-1
12027,DB11653,P56696,-1
12028,DB06689,Q13002,-1
12029,DB01245,Q16270,-1
12030,DB00914,Q9NS18,-1
12031,DB03615,P05655,-1
12032,DB01126,Q8IW41,-1
12033,DB13967,Q56691,-1
12034,DB01006,P20648,-1
12035,DB01126,P49257,-1
12036,DB01280,P41238,-1
12037,DB01043,P62166,-1
12038,DB00282,P62580,-1
12039,DB01203,P02792,-1
12040,DB00551,P04190,-1
12041,DB11979,P27302,-1
12042,DB00529,P0AAI5,-1
12043,DB09130,P31995,-1
12044,DB09536,P54756,-1
12045,DB01603,P40394,-1
12046,DB13878,P37059,-1
12047,DB13170,Q8DR59,-1
12048,DB09324,O14521,-1
12049,DB11596,Q01718,-1
12050,DB00528,O43920,-1
12051,DB11730,Q16816,-1
12052,DB01415,O43766,-1
12053,DB00543,P12235,-1
12054,DB00486,O00398,-1
12055,DB01181,P23234,-1
12056,DB00373,P08263,-1
12057,DB00687,Q16772,-1
12058,DB00834,Q8TBX8,-1
12059,DB09101,Q9Y5Y4,-1
12060,DB06699,P00797,-1
12061,DB00470,P04181,-1
12062,DB12455,P06756,-1
12063,DB01987,P16502,-1
12064,DB00159,P01008,-1
12065,DB01046,Q9UNN8,-1
12066,DB09389,P02943,-1
12067,DB00711,P00480,-1
12068,DB00773,Q9UQF2,-1
12069,DB06699,P51649,-1
12070,DB04854,P28223,-1
12071,DB01624,P04083,-1
12072,DB01062,P48050,-1
12073,DB09067,Q13393,-1
12074,DB01007,Q15493,-1
12075,DB01130,Q9H015,-1
12076,DB05018,P16152,-1
12077,DB08871,P08243,-1
12078,DB11712,P9WGR1,-1
12079,DB00388,P21283,-1
12080,DB01078,Q03181,-1
12081,DB00933,Q8IW41,-1
12082,DB09481,P51692,-1
12083,DB01088,O14939,-1
12084,DB01001,P16615,-1
12085,DB01783,P02452,-1
12086,DB01001,P99999,-1
12087,DB00617,P11836,-1
12088,DB09102,P16640,-1
12089,DB05260,P40238,-1
12090,DB00794,P02788,-1
12091,DB05541,P49908,-1
12092,DB11699,Q30154,-1
12093,DB01025,Q8N1Q1,-1
12094,DB00998,P0AFI2,-1
12095,DB00912,P33681,-1
12096,DB04832,P05327,-1
12097,DB01263,Q96Q83,-1
12098,DB13949,P00747,-1
12099,DB00960,P06672,-1
12100,DB09119,P80303,-1
12101,DB06789,Q8N5Z0,-1
12102,DB09031,P25021,-1
12103,DB00513,P19827,-1
12104,DB08816,P16278,-1
12105,DB01101,P05129,-1
12106,DB08950,P28331,-1
12107,DB12789,Q2M2I8,-1
12108,DB00359,Q99828,-1
12109,DB00257,Q5PXQ6,-1
12110,DB00715,P20851,-1
12111,DB15873,P12319,-1
12112,DB06152,P63244,-1
12113,DB00459,Q13258,-1
12114,DB00937,P14679,-1
12115,DB01024,Q14534,-1
12116,DB00301,P45983,-1
12117,DB08804,Q15418,-1
12118,DB00854,P10696,-1
12119,DB00361,P01583,-1
12120,DB12245,P9WJ63,-1
12121,DB00953,P02746,-1
12122,DB00755,P08667,-1
12123,DB06771,P51813,-1
12124,DB01110,P05166,-1
12125,DB00369,Q60393,-1
12126,DB00263,P0AEB2,-1
12127,DB04839,Q746I8,-1
12128,DB09070,P08581,-1
12129,DB00774,Q14542,-1
12130,DB00997,P53667,-1
12131,DB00358,O95831,-1
12132,DB00486,Q9Y5K3,-1
12133,DB01133,P53779,-1
12134,DB01620,P78540,-1
12135,DB00844,P09525,-1
12136,DB12147,P03176,-1
12137,DB00731,Q12851,-1
12138,DB06292,Q9ZEU2,-1
12139,DB00121,P11802,-1
12140,DB01599,Q96L34,-1
12141,DB11979,Q13255,-1
12142,DB11660,P04839,-1
12143,DB00621,O43674,-1
12144,DB09054,Q8TE23,-1
12145,DB00292,O95342,-1
12146,DB11431,Q14680,-1
12147,DB00983,P54756,-1
12148,DB00993,P48735,-1
12149,DB01098,P04279,-1
12150,DB01274,P30038,-1
12151,DB08865,Q6PI48,-1
12152,DB08869,Q92769,-1
12153,DB01327,Q16654,-1
12154,DB11148,P00390,-1
12155,DB00982,Q2G0P0,-1
12156,DB06176,Q16515,-1
12157,DB01698,P07947,-1
12158,DB14487,P06672,-1
12159,DB00213,Q9BQB6,-1
12160,DB00773,P30536,-1
12161,DB04846,P78527,-1
12162,DB00734,Q52WX2,-1
12163,DB11575,Q99500,-1
12164,DB00207,P02747,-1
12165,DB00242,P32745,-1
12166,DB00183,P20711,-1
12167,DB00415,Q9NS18,-1
12168,DB00242,Q9H093,-1
12169,DB09073,P21860,-1
12170,DB00196,Q75N90,-1
12171,DB00701,Q13555,-1
12172,DB01151,P12104,-1
12173,DB00697,P05771,-1
12174,DB09510,Q9NYK1,-1
12175,DB00635,P10412,-1
12176,DB01138,Q16288,-1
12177,DB00571,P22637,-1
12178,DB00408,P00748,-1
12179,DB00503,Q9BY49,-1
12180,DB00653,P07686,-1
12181,DB14001,P35858,-1
12182,DB01136,P15954,-1
12183,DB11273,O43181,-1
12184,DB01127,P98155,-1
12185,DB01129,Q8IU85,-1
12186,DB01151,Q05318,-1
12187,DB00968,P69772,-1
12188,DB00355,P02679,-1
12189,DB00380,O00217,-1
12190,DB06287,P00438,-1
12191,DB00960,P16083,-1
12192,DB01009,P15104,-1
12193,DB01593,P04293,-1
12194,DB00496,Q15758,-1
12195,DB09343,P16502,-1
12196,DB00928,P47775,-1
12197,DB04843,P35968,-1
12198,DB01273,P09871,-1
12199,DB11278,Q9UJ70,-1
12200,DB00586,P14780,-1
12201,DB00394,Q09470,-1
12202,DB00289,P11413,-1
12203,DB01017,Q16518,-1
12204,DB01177,O14757,-1
12205,DB15685,P29376,-1
12206,DB00191,P10632,-1
12207,DB01048,Q9H422,-1
12208,DB04794,Q15274,-1
12209,DB05630,P69772,-1
12210,DB01326,Q02763,-1
12211,DB01117,P31943,-1
12212,DB01014,Q86YB8,-1
12213,DB06202,P03952,-1
12214,DB13146,Q9Y289,-1
12215,DB09148,P06435,-1
12216,DB00228,Q6NUM9,-1
12217,DB00476,Q8NFJ5,-1
12218,DB00067,P0AG59,-1
12219,DB01090,P05181,-1
12220,DB00542,Q9H244,-1
12221,DB00135,P42681,-1
12222,DB00360,Q9Y6R4,-1
12223,DB01166,Q969S8,-1
12224,DB00921,P08183,-1
12225,DB00328,Q9Y6K1,-1
12226,DB00320,O60658,-1
12227,DB00467,P34972,-1
12228,DB00355,P10635,-1
12229,DB13946,P22939,-1
12230,DB11859,P03372,-1
12231,DB02893,Q13488,-1
12232,DB04861,Q15800,-1
12233,DB04743,P02787,-1
12234,DB06788,P30531,-1
12235,DB00763,Q7Z2W7,-1
12236,DB00802,P17174,-1
12237,DB00486,P04040,-1
12238,DB00346,P01100,-1
12239,DB11963,P07237,-1
12240,DB00883,P29597,-1
12241,DB00395,Q03736,-1
12242,DB01440,Q86XP1,-1
12243,DB00686,P51693,-1
12244,DB01017,Q14722,-1
12245,DB09183,P14866,-1
12246,DB11362,Q16853,-1
12247,DB06787,Q9Y646,-1
12248,DB01085,P17707,-1
12249,DB00495,P02749,-1
12250,DB09039,Q13255,-1
12251,DB00916,P02747,-1
12252,DB01098,P21453,-1
12253,DB09265,Q9UBF8,-1
12254,DB00988,Q9UQL6,-1
12255,DB13170,P04264,-1
12256,DB09067,P23921,-1
12257,DB00842,P00748,-1
12258,DB00720,P08684,-1
12259,DB14501,P14060,-1
12260,DB12457,P21589,-1
12261,DB04854,Q00537,-1
12262,DB11132,P19793,-1
12263,DB12245,P08686,-1
12264,DB05260,O15075,-1
12265,DB00848,O14730,-1
12266,DB08860,O60603,-1
12267,DB00242,Q9UN88,-1
12268,DB01149,P51681,-1
12269,DB04855,O95168,-1
12270,DB00789,Q96NY8,-1
12271,DB11796,Q99527,-1
12272,DB01171,P41222,-1
12273,DB11584,P37058,-1
12274,DB13946,Q7L0J3,-1
12275,DB11327,P31327,-1
12276,DB09039,P02751,-1
12277,DB09041,P02359,-1
12278,DB01180,O14976,-1
12279,DB00674,P34896,-1
12280,DB00363,Q9HAB3,-1
12281,DB01153,P09250,-1
12282,DB01400,P62993,-1
12283,DB00482,Q13237,-1
12284,DB11700,P32004,-1
12285,DB00494,P0AAI5,-1
12286,DB03193,Q13085,-1
12287,DB00206,P02745,-1
12288,DB01410,P03366,-1
12289,DB00575,P27696,-1
12290,DB00385,P08729,-1
12291,DB00693,P09455,-1
12292,DB01048,Q9P286,-1
12293,DB01089,P04040,-1
12294,DB01590,O00329,-1
12295,DB00657,O00264,-1
12296,DB04564,Q14624,-1
12297,DB04832,O34002,-1
12298,DB15690,P0A3M5,-1
12299,DB11652,Q86W47,-1
12300,DB04845,P00748,-1
12301,DB00497,P0A7S3,-1
12302,DB04657,P68366,-1
12303,DB00961,Q46604,-1
12304,DB11254,Q34522,-1
12305,DB09074,Q9UQQ2,-1
12306,DB00482,O75936,-1
12307,DB06335,P62580,-1
12308,DB12364,O43174,-1
12309,DB01018,Q9NYQ3,-1
12310,DB01203,P04150,-1
12311,DB00916,Q9Y6F1,-1
12312,DB00605,Q9NVH6,-1
12313,DB11132,P27816,-1
12314,DB00715,P0ABQ4,-1
12315,DB11799,P01031,-1
12316,DB02701,P06756,-1
12317,DB01033,P23415,-1
12318,DB12532,Q14697,-1
12319,DB13167,P18314,-1
12320,DB01046,P62166,-1
12321,DB06709,Q07820,-1
12322,DB01184,P00751,-1
12323,DB11853,Q6IA69,-1
12324,DB00897,P14677,-1
12325,DB00623,P72524,-1
12326,DB09030,P16870,-1
12327,DB04839,Q9UHW9,-1
12328,DB08908,P29474,-1
12329,DB01357,P02918,-1
12330,DB00928,P16083,-1
12331,DB01336,P35527,-1
12332,DB00330,Q9Y6E0,-1
12333,DB09209,P15502,-1
12334,DB01577,P0DTD1,-1
12335,DB00527,Q14722,-1
12336,DB09074,P04080,-1
12337,DB00417,P02671,-1
12338,DB03193,P18283,-1
12339,DB03619,P36894,-1
12340,DB06335,Q9Y6K1,-1
12341,DB12010,P23526,-1
12342,DB00493,P19634,-1
12343,DB00933,Q08881,-1
12344,DB01124,P33121,-1
12345,DB09120,P28861,-1
12346,DB00146,Q08345,-1
12347,DB06155,Q03431,-1
12348,DB04825,P0AEB3,-1
12349,DB01076,Q06481,-1
12350,DB00641,P44469,-1
12351,DB08930,Q03154,-1
12352,DB09409,O14556,-1
12353,DB01415,O60502,-1
12354,DB06603,P34903,-1
12355,DB00599,Q96NR8,-1
12356,DB13946,P25713,-1
12357,DB00384,P78330,-1
12358,DB01060,P40925,-1
12359,DB11823,P27815,-1
12360,DB00284,O94956,-1
12361,DB06290,Q9GZZ6,-1
12362,DB00940,P01599,-1
12363,DB00684,Q9H4Y5,-1
12364,DB01171,P17538,-1
12365,DB09477,P06850,-1
12366,DB01176,P17812,-1
12367,DB00169,P31749,-1
12368,DB08871,P21397,-1
12369,DB00684,P28908,-1
12370,DB00385,Q13126,-1
12371,DB06196,Q15118,-1
12372,DB09068,P37088,-1
12373,DB00226,Q9Y617,-1
12374,DB00233,Q08499,-1
12375,DB12789,P02743,-1
12376,DB12455,Q9UIK4,-1
12377,DB01303,Q9Y5N1,-1
12378,DB00615,P01619,-1
12379,DB08828,Q969P6,-1
12380,DB09418,P37840,-1
12381,DB00503,P27816,-1
12382,DB11575,Q06418,-1
12383,DB00945,P49721,-1
12384,DB06410,P0A7S3,-1
12385,DB01394,P63316,-1
12386,DB00237,P01130,-1
12387,DB00897,Q9H4Y5,-1
12388,DB09119,Q9NZQ7,-1
12389,DB00478,P33644,-1
12390,DB13952,Q6NS38,-1
12391,DB01039,Q9Y487,-1
12392,DB11901,P38489,-1
12393,DB04825,Q96AE4,-1
12394,DB00440,P08164,-1
12395,DB01604,P00914,-1
12396,DB11085,P10828,-1
12397,DB16019,P30197,-1
12398,DB11359,Q7RTV2,-1
12399,DB01169,O75469,-1
12400,DB00119,P35408,-1
12401,DB01028,P0C278,-1
12402,DB00671,P41407,-1
12403,DB01003,P52647,-1
12404,DB01204,P23526,-1
12405,DB00389,P47712,-1
12406,DB00678,O94925,-1
12407,DB01348,P36956,-1
12408,DB00146,Q9HCC0,-1
12409,DB00908,O43920,-1
12410,DB04846,Q96L12,-1
12411,DB01415,P00722,-1
12412,DB12095,Q09470,-1
12413,DB00178,P23469,-1
12414,DB00757,P50406,-1
12415,DB09119,P54619,-1
12416,DB00933,P07711,-1
12417,DB12020,O67987,-1
12418,DB01438,P31943,-1
12419,DB00122,P04629,-1
12420,DB00365,Q01064,-1
12421,DB11278,Q16816,-1
12422,DB01291,O94788,-1
12423,DB00579,Q15759,-1
12424,DB11278,Q96KK3,-1
12425,DB00394,P16471,-1
12426,DB01030,Q9NR33,-1
12427,DB00740,Q04828,-1
12428,DB01382,Q99707,-1
12429,DB00170,P00739,-1
12430,DB01413,Q06AK7,-1
12431,DB00724,Q7Z2W7,-1
12432,DB00580,P14784,-1
12433,DB05018,Q16816,-1
12434,DB01598,Q05603,-1
12435,DB01593,P34896,-1
12436,DB00256,P19971,-1
12437,DB00425,P30532,-1
12438,DB11186,P00491,-1
12439,DB00523,P62955,-1
12440,DB00718,P31943,-1
12441,DB00367,P00138,-1
12442,DB00527,Q15842,-1
12443,DB01203,O95864,-1
12444,DB00615,P51649,-1
12445,DB13345,P0AFI2,-1
12446,DB06237,P08603,-1
12447,DB14723,Q14032,-1
12448,DB01587,P33517,-1
12449,DB00558,P27487,-1
12450,DB00607,P18846,-1
12451,DB09324,P23234,-1
12452,DB01019,Q86YZ3,-1
12453,DB11181,P04234,-1
12454,DB13154,P32119,-1
12455,DB01591,P26639,-1
12456,DB01118,Q99259,-1
12457,DB01248,Q9BQI3,-1
12458,DB12278,Q13546,-1
12459,DB00627,P0AD63,-1
12460,DB14185,O25608,-1
12461,DB00150,O95298,-1
12462,DB00661,P10721,-1
12463,DB00648,P35340,-1
12464,DB04838,P61497,-1
12465,DB09237,P33681,-1
12466,DB00634,Q9Y5S8,-1
12467,DB00849,P38435,-1
12468,DB00829,P51681,-1
12469,DB06781,Q14457,-1
12470,DB08964,P12821,-1
12471,DB14761,P26514,-1
12472,DB00754,P48039,-1
12473,DB00440,P36969,-1
12474,DB01587,P04746,-1
12475,DB01624,Q9HC97,-1
12476,DB00304,P9WJI5,-1
12477,DB00744,P22460,-1
12478,DB05351,O75390,-1
12479,DB04465,P25105,-1
12480,DB08906,P09960,-1
12481,DB01621,Q13188,-1
12482,DB09129,P0C0L4,-1
12483,DB01365,Q9NR97,-1
12484,DB00408,P00505,-1
12485,DB00430,P51164,-1
12486,DB01604,P21589,-1
12487,DB00366,P01374,-1
12488,DB09409,P00811,-1
12489,DB08875,Q9H3N8,-1
12490,DB04920,P05155,-1
12491,DB00417,P49763,-1
12492,DB00282,P23975,-1
12493,DB01009,Q9NZD4,-1
12494,DB03247,P05042,-1
12495,DB01419,P54646,-1
12496,DB11362,P00450,-1
12497,DB11327,P14770,-1
12498,DB00277,P28223,-1
12499,DB14881,Q9UM01,-1
12500,DB09214,P48664,-1
12501,DB00651,P02359,-1
12502,DB00738,P12821,-1
12503,DB04865,P02766,-1
12504,DB00422,P00390,-1
12505,DB12107,Q86XP1,-1
12506,DB00857,P23945,-1
12507,DB01028,P05546,-1
12508,DB00519,P13551,-1
12509,DB01014,O31616,-1
12510,DB06147,P18850,-1
12511,DB00579,Q16881,-1
12512,DB11855,P10613,-1
12513,DB09099,Q99571,-1
12514,DB00987,P01920,-1
12515,DB06204,Q8N5S9,-1
12516,DB00907,P21397,-1
12517,DB01419,Q15238,-1
12518,DB00377,Q8MU52,-1
12519,DB00745,Q9ULB1,-1
12520,DB00443,P03923,-1
12521,DB00654,P11717,-1
12522,DB01440,Q13233,-1
12523,DB01150,P20648,-1
12524,DB06819,P22340,-1
12525,DB00807,Q8N339,-1
12526,DB00130,P20932,-1
12527,DB11827,P54687,-1
12528,DB01212,Q05940,-1
12529,DB00880,O15440,-1
12530,DB01153,P08546,-1
12531,DB00757,P14854,-1
12532,DB01180,Q9UGN5,-1
12533,DB00801,Q30154,-1
12534,DB04209,P36969,-1
12535,DB00325,P49916,-1
12536,DB00385,F5HGI9,-1
12537,DB11560,O95178,-1
12538,DB00007,Q96NR8,-1
12539,DB03088,P09622,-1
12540,DB14518,P29275,-1
12541,DB00865,P03277,-1
12542,DB00475,Q6IA69,-1
12543,DB12825,P37058,-1
12544,DB00302,P06715,-1
12545,DB00498,P54368,-1
12546,DB06176,P48167,-1
12547,DB00330,P35754,-1
12548,DB13955,Q99759,-1
12549,DB00590,P49821,-1
12550,DB13955,P11362,-1
12551,DB00280,P98066,-1
12552,DB00898,P11586,-1
12553,DB11640,P62594,-1
12554,DB01045,O00142,-1
12555,DB00547,P44725,-1
12556,DB09070,F5HCU8,-1
12557,DB11738,P14867,-1
12558,DB00485,Q8TD43,-1
12559,DB00135,O75460,-1
12560,DB01213,P54965,-1
12561,DB00289,Q16659,-1
12562,DB00831,P80297,-1
12563,DB06196,Q51911,-1
12564,DB00806,P24024,-1
12565,DB00482,Q79FX6,-1
12566,DB05381,P48729,-1
12567,DB01413,P04155,-1
12568,DB00945,P00747,-1
12569,DB05018,Q9FDN7,-1
12570,DB11560,Q9Y698,-1
12571,DB01328,Q9NYK1,-1
12572,DB00469,P60880,-1
12573,DB00213,P11712,-1
12574,DB00292,Q51911,-1
12575,DB14669,P24385,-1
12576,DB00996,P20711,-1
12577,DB00440,Q15125,-1
12578,DB06780,P01619,-1
12579,DB09220,P48664,-1
12580,DB00287,P9WIE5,-1
12581,DB00782,Q9Y617,-1
12582,DB11155,Q05655,-1
12583,DB00249,Q96RP8,-1
12584,DB01178,P69772,-1
12585,DB01268,P46849,-1
12586,DB08896,Q9H8P0,-1
12587,DB00973,P16435,-1
12588,DB11943,P51884,-1
12589,DB00941,Q06187,-1
12590,DB00482,Q99829,-1
12591,DB01017,P33151,-1
12592,DB09120,P49916,-1
12593,DB11348,P20815,-1
12594,DB00014,P09601,-1
12595,DB00801,P14902,-1
12596,DB00235,Q12866,-1
12597,DB14542,Q99527,-1
12598,DB12532,P16070,-1
12599,DB01158,P02790,-1
12600,DB00367,P27169,-1
12601,DB01062,Q13085,-1
12602,DB01020,O75385,-1
12603,DB00509,P18640,-1
12604,DB09552,P32418,-1
12605,DB00961,Q9Y617,-1
12606,DB01369,P11229,-1
12607,DB00763,P25105,-1
12608,DB04115,P54965,-1
12609,DB00128,P9WPS1,-1
12610,DB13908,Q9BXA7,-1
12611,DB00257,P50440,-1
12612,DB01137,P13637,-1
12613,DB13154,Q08828,-1
12614,DB01214,Q53ZE5,-1
12615,DB06712,P07771,-1
12616,DB06403,P07814,-1
12617,DB01213,Q8N142,-1
12618,DB00969,P08631,-1
12619,DB00289,P23634,-1
12620,DB01382,P06971,-1
12621,DB01744,P29074,-1
12622,DB04845,Q96FQ6,-1
12623,DB01581,P15880,-1
12624,DB01618,P15086,-1
12625,DB04824,P01619,-1
12626,DB01303,P51451,-1
12627,DB08908,P02452,-1
12628,DB01601,P47872,-1
12629,DB08871,O95749,-1
12630,DB08901,P13498,-1
12631,DB00749,Q16515,-1
12632,DB09130,P08620,-1
12633,DB00365,Q9HB55,-1
12634,DB00903,O75874,-1
12635,DB01143,P67775,-1
12636,DB00836,Q92952,-1
12637,DB06196,P48443,-1
12638,DB00550,P21860,-1
12639,DB09088,P21917,-1
12640,DB00763,P48723,-1
12641,DB01624,P60842,-1
12642,DB01319,P12318,-1
12643,DB08804,P77967,-1
12644,DB06764,Q13131,-1
12645,DB08932,P49069,-1
12646,DB01138,P20702,-1
12647,DB11653,P54750,-1
12648,DB01410,P9WNL9,-1
12649,DB00697,Q08881,-1
12650,DB00921,O43293,-1
12651,DB01192,P08173,-1
12652,DB00776,P51858,-1
12653,DB11160,P33032,-1
12654,DB00331,Q12866,-1
12655,DB00953,P06818,-1
12656,DB00852,P02745,-1
12657,DB11613,P42898,-1
12658,DB00325,P19784,-1
12659,DB13257,P00914,-1
12660,DB00184,Q00975,-1
12661,DB04838,Q96AE4,-1
12662,DB01162,P11362,-1
12663,DB00180,P01584,-1
12664,DB01403,P30626,-1
12665,DB04834,Q06319,-1
12666,DB01605,P0CG30,-1
12667,DB11827,P29275,-1
12668,DB01069,P08473,-1
12669,DB09097,Q9UKE5,-1
12670,DB00604,Q04759,-1
12671,DB00238,O43674,-1
12672,DB00474,P53848,-1
12673,DB00977,P43116,-1
12674,DB00135,P56122,-1
12675,DB00810,P07864,-1
12676,DB00842,Q9UQB9,-1
12677,DB03128,P98155,-1
12678,DB00874,P06747,-1
12679,DB00627,P49840,-1
12680,DB00628,P49189,-1
12681,DB06237,P05042,-1
12682,DB00464,O60427,-1
12683,DB00136,P27169,-1
12684,DB01410,Q00537,-1
12685,DB13997,Q9H4B4,-1
12686,DB06725,P15104,-1
12687,DB06196,P22459,-1
12688,DB00205,P0AD63,-1
12689,DB00153,P17787,-1
12690,DB00337,P18858,-1
12691,DB08932,P22748,-1
12692,DB06802,O94768,-1
12693,DB00234,P06702,-1
12694,DB00874,P16070,-1
12695,DB01202,P05091,-1
12696,DB01336,P35228,-1
12697,DB01251,P47712,-1
12698,DB06817,P36021,-1
12699,DB06480,Q01718,-1
12700,DB00192,K9N7C7,-1
12701,DB00430,P47775,-1
12702,DB01100,Q9UJ96,-1
12703,DB04953,P02766,-1
12704,DB00535,O60701,-1
12705,DB01369,Q16322,-1
12706,DB08880,Q9BUB5,-1
12707,DB06781,P11678,-1
12708,DB00391,P08253,-1
12709,DB00229,P55792,-1
12710,DB00194,Q6P3R8,-1
12711,DB00861,P10613,-1
12712,DB01092,P20645,-1
12713,DB00234,P14784,-1
12714,DB06700,Q9H244,-1
12715,DB08860,Q15758,-1
12716,DB01156,P03176,-1
12717,DB00468,Q16720,-1
12718,DB01029,Q16134,-1
12719,DB12499,P00797,-1
12720,DB00600,P0A753,-1
12721,DB01054,P22676,-1
12722,DB06237,P51956,-1
12723,DB01597,P47775,-1
12724,DB06729,Q13547,-1
12725,DB09129,Q9BY41,-1
12726,DB01418,Q96S86,-1
12727,DB01319,P48506,-1
12728,DB08865,P21918,-1
12729,DB00216,P13637,-1
12730,DB01275,P38516,-1
12731,DB00209,Q02834,-1
12732,DB12783,P25021,-1
12733,DB00914,Q00534,-1
12734,DB06207,P80075,-1
12735,DB00659,P01137,-1
12736,DB00196,P06280,-1
12737,DB04834,Q71U36,-1
12738,DB00861,Q99497,-1
12739,DB01559,O76074,-1
12740,DB00280,P78559,-1
12741,DB11799,P30519,-1
12742,DB00050,P28331,-1
12743,DB00914,P08506,-1
12744,DB00210,Q03431,-1
12745,DB01000,P01589,-1
12746,DB00867,Q9UNQ0,-1
12747,DB00804,Q9HB55,-1
12748,DB06268,P98170,-1
12749,DB00184,P05129,-1
12750,DB08814,Q02218,-1
12751,DB09039,Q16512,-1
12752,DB00267,P0A3M6,-1
12753,DB11978,P11802,-1
12754,DB14001,Q03013,-1
12755,DB01198,P51681,-1
12756,DB09088,Q59192,-1
12757,DB01428,Q9H3Y6,-1
12758,DB00914,P00813,-1
12759,DB00770,Q6DT37,-1
12760,DB00782,P14735,-1
12761,DB00915,Q9Y2Q3,-1
12762,DB00831,Q15596,-1
